gene
Boc
Bsg
Btla
Btn1a1
Btn2a2
Btnl1
Btnl10
Btnl2
Btnl9
Cd101
Cd160
Cd19
Cd1d1
Cd1d2
Cd2
Cd200
Cd200r3
Cd200r4
Cd200r5
Cd22
Cd244
Cd274
Cd276
Cd28
Cd300a
Cd300c
Cd300c2
Cd300e
Cd300lb
Cd300ld
Cd300ld3
Cd300lf
Cd300lg
Cd33
Cd3e
Cd3g
Cd4
Cd47
Cd48
Cd7
Cd79a
Cd79b
Cd80
Cd83
Cd84
Cd86
Cd8a
Cd8b
Ceacam1
Ceacam10
Ceacam15
Ceacam16
Ceacam18
Ceacam2
Ceacam20
Ceacam5
Cilp
Cilp2
Cntfr
Crlf1
Csf1r
Csf3r
Ctla4
Cxadr
Dscaml1
Emb
Ermap
Esam
F11r
Fam187a
Fcer1a
Fcgr1
Fcgr3
Fcgr4
Fcgrt
Fcmr
Fcrl1
Fcrl5
Fcrl6
Fcrla
Fcrlb
Fgfr1
Fgfr2
Fgfr3
Fgfrl1
Flt1
Flt3
Flt4
Gp49a
Gpa33
H2-Ea
Hapln1
Hapln2
Hapln3
Hapln4
Havcr1
Havcr2
Hepacam
Hepacam2
Hmcn2
Hspg2
Icos
Icoslg
Ifngr1
Igfn1
Igh-1a
Igh-3
Ighg
Ighg1
Ighm
Igkc
Iglc2
Iglc3
Igll1
Igsf1
Igsf3
Igsf5
Igsf6
Igsf8
Il11ra1
Il11ra2
Il12b
Il18bp
Il18r1
Il18rap
Il1r2
Il1rl1
Il1rl2
Il6st
Ildr1
Ildr2
Izumo1
Jam2
Jam3
Jaml
Kalrn
Kazald1
Kdr
Kir3dl1
Kirrel1
Kirrel2
Kirrel3
Kit
Lag3
Lair1
Lepr
Lilrb4
Lsr
Ly9
Madcam1
Malt1
Mertk
Mfap3
Mfap3l
Mmp23
Mpz
Mpzl1
Mpzl2
Mpzl3
Mr1
Musk
Mxra8
Mybpc2
Mybpc3
Mybph
Mybphl
Mylk
Myom1
Myom3
Myot
Mypn
Ncan
Ncr1
Nexn
Nfam1
Nphs1
Nptn
Obscn
Obsl1
Palld
Papln
Pdcd1
Pdcd1lg2
Pdgfra
Pdgfrb
Pdgfrl
Pecam1
Pigr
Psg22
Ptgfrn
Ptk7
Pxdn
Ror2
Scn1b
Scn2b
Scn3b
Scn4b
Sigirr
Siglec1
Siglec10
Siglec12
Siglec5
Sirpa
Skint1
Skint10
Skint11
Skint2
Skint3
Skint4
Skint5
Skint6
Skint7
Skint8
Skint9
Slamf1
Slamf6
Slamf7
Slamf8
Spaca6
Speg
Tapbp
Tapbpl
Tarm1
Tcrg-V1
Tek
Thy1
Tie1
Timd2
Timd4
Tmem25
Tmem81
Tmigd1
Trem1
Trem2
Trem3
Treml1
Treml4
Trio
Ttn
Tyro3
Vcam1
Vcan
Vpreb1
Vpreb2
Vsig1
Vsig10
Vsig10l
Vsig10l2
Vsig2
Vsig8
Vsir
Vstm2a
Vstm2b
Vstm2l
Vstm4
Vtcn1
Wfikkn1
Amigo1
Amigo2
Amigo3
Islr
Lingo1
Lingo2
Lingo3
Lingo4
Lrig1
Lrig2
Lrig3
Lrit1
Lrit2
Lrit3
Lrrc24
Lrrn3
Ntrk1
Ror1
Sema4g
Sema3a
Sema3c
Sema3d
Sema3e
Sema4a
Sema4b
Sema4c
Sema4d
Sema4f
Sema7a
Il6ra
Il1rap
Il1rapl2
Il1rapl1
Ltf
Adgrl1
Adgrl2
Adgrl3
Adgrl4
LAIR1
Ppfia1
Ppfia2
Ppfia3
Ppfia4
Slit1
Slit2
Slit3
Ntrk2
Lrrtm4
Lrrn1
Lrrtm1
Lrrtm2
Lrrtm3
Flrt1
Flrt2
Flrt3
Lrfn1
Lrfn4
Lrfn5
Ntrk3
Lrfn2
Lrfn3
Mag
Mog
Ntng1
Unc5a
Unc5b
Unc5c
Unc5d
Ntng2
Lrrc4b
Lrrc4c
Lrrc4
Nxph3
Nxph4
Nxph2
Nxph1
Nlgn1
Nlgn3
Nlgn4
Nlgn4l
Nlgn2
Nptxr
Nptx1
Nptx2
Nrxn1
Nrxn2
Nrxn3
Pcdha10
Pcdha1
Pcdha11
Pcdha12
Pcdha13
Pcdha14
Pcdha2
Pcdha3
Pcdha4
Pcdha5
Pcdha6
Pcdha7
Pcdha8
Pcdha9
Pcdhac1
Pcdhac2
Pcdhact
Pcdhb1
Pcdhb10
Pcdhb11
Pcdhb12
Pcdhb13
Pcdhb14
Pcdhb15
Pcdhb16
Pcdhb17p
Pcdhb18p
Pcdhb19p
Pcdhb2
Pcdhb3
Pcdhb4
Pcdhb5
Pcdhb6
Pcdhb7
Pcdhb8
Pcdhb9
Pcdhga1
Pcdhga10
Pcdhga11
Pcdhga12
Pcdhga2
Pcdhga3
Pcdhga4
Pcdhga5
Pcdhga6
Pcdhga7
Pcdhga8
Pcdhga9
Pcdhgb1
Pcdhgb2
Pcdhgb3
Pcdhgb4
Pcdhgb5
Pcdhgb6
Pcdhgb7
Pcdhgb8P
Pcdhgb9P
Pcdhgc3
Pcdhgc4
Pcdhgc5
PcdhgcT
Pcdh1
Pcdh10
Pcdh11
Pcdh12
Pcdh17
Pcdh18
Pcdh19
Pcdh20
Pcdh7
Pcdh8
Pcdh9
Pcdh16
Pcdh21
Pcdh22
Ptpra
Ptprg
Ptprz
Ptprd
Ptprf
Ptprs
Ptprk
Ptprm
Ptprt
Ptpru
Sema3g
Plxna3
Plxna4
Slamf9
Slitrk1
Slitrk2
Slitrk3
Slitrk4
Slitrk5
Slitrk6
Tenm1
Tenm2
Tenm3
Tenm4
Cnot6
Fbxl21
Cnot6l
Cntrl
Fbxl20
Rxfp1
Rtn4r
Tlr7
Tshr
Pidd1
Mfhas1
Rxfp2
Tlr5
Nlrc4
Pkd1
Rangap1
Kdm2a
Lrrc32
Rnh1
Zyg11b
Xrra1
Cpn2
Dmac2l
Fmod
Fbxl22
Chad
Fbxl16
Lurap1
Rsu1
Zyg11a
Stk11ip
Ppp1r7
Elfn2
Oog2
Nlrp9b
LRWD1
Scrib
Lrtm2
Tpbg
Kdm2b
Lrrk1
Nlrx1
Nod2
Tlr4
Lrrc3
Tlr13
Tlr1
Rtn4rl1
Dcn
Rtn4rl2
Nlrp4b
Omg
Lrrc8a
Lrrc30
Tpbgl
Kera
Skp2
Tril
Flii
Lrrc8b
Lrrc75a
Lrrc34
Macf1
Nlrp1b
Nlrc5
Nyx
Nwd2
Podnl1
Lrrc47
Lrguk
Lrrc26
Fbxl15
Lrrc2
Lrrc28
Lrrc45
Nlrp4a
Nisch
Rabggta
Podn
Ppp1r37
Ppp1r42
Lrriq1
Lrrc27
Lrrc19
Shoc2
Lhcgr
Lrtm1
Nlrp4f
Lrrc6
Lrrc10
Lrrc1
Lrrd1
Nlrp12
Nlrp1a
Tbce
Vasn
Tsku
Tonsl
Tlr6
Zer1
Tlr2
Tlr11
Tlr9
Tlr12
Snrpa1
Tlr3
Tbcel
Tlr8
Lrrc8e
Lrch1
Lrrc69
Lrrc57
Phlpp1
Aspn
Lgi2
Lrrc51
Nlrp4e
Nlrp5
Nlrp4c
Lgr6
Nlrp6
Pramel1
Pramel7
Oog3
Lrrc71
Nlrp9a
Nxf1
Prelp
Nlrp3
Lrsam1
Omd
Lrrc7
Lrrc55
Lrrc14
Lrrc58
Nepn
Nlrp14
Nlrc3
Nod1
Bgn
Nlrp9c
Oog1
Lrrn4
Optc
Cep97
Lrrc52
Ciita
Lrrc63
Lrrc39
Lrrk2
Lrrc18
Lrrc74b
Lrrc9
Phlpp2
Nrros
Lrrc40
Lrrc36
Lrrc59
Cd180
Cfap410
Epyc
Dnal1
Lrriq3
Lrriq4
Lrrc56
Lrmda
Fbxl5
Lum
Lrrc43
Ogn
Lrrc61
Erbin
Dnaaf1
Lgr5
Carmil3
Lgr4
Cep72
Fbxl2
Gp1ba
Fbxl13
Tcte1
Fbxl4
Lrrc8c
Lrch4
Lrrc20
Lrrc3b
Lrrc75b
Lrrc23
Fbxl7
Lrrc42
Lrrc41
Lrrc66
Lrrc49
Lrrc8d
Lrrcc1
Lrrc17
Carmil2
Igfals
Lgi4
Lrrc14b
Lrrc25
Lrrc46
Lgi3
Fam89b
Lrrc38
Lrrc15
Anp32b
Lrch2
Lrch3
Lgi1
Fbxl14
Anp32e
Fbxl12
Fbxl19
Drc3
Carmil1
Cd14
Cmip
Anp32c
Chadl
Anp32a
Fbxl6
Elfn1
Gp9
Ecm2
Fshr
Gp5
Gp1bb
Fbxl3
Ca10
Ca11
Cd158f1
Crf
Ctrp10
Ctrp13
Ctrp14
Mucdhl
Narp
Ngn
Np1
Np2
Npr1
Npr2
Npr3
Crtl1
Hpln1
Bdnf
Cpe
Furin
Mapk1
Mapk3
Ngfr
Pik3
Pik3r1
Plcg1
Plcg2
Sort1
Opcm
kiaa1030
Dsam1
Magi2
Scamp1
Cd158f
Cd226
Cd96
Ki2la
Kir2dl5
Kir2dl5a 
Pta1
Pvrl3
Tact
Tigit
Pvr
Lmnt1
Lmnt2
Ret
Aplp1
Apoe
App
Bace1
Fyn
Mcam
Muc18
Nchl1
Notch1
Cd146
Cdon
Gasp2
Ibpl1
Igdc4
Lrrt2
Mdh2
Mica
Mica1
Mica2
Mica3
Ntn1
Ntn2
Ntn3
Ntn4
Ntn5
Trfl
Wfikkn2
Ank3
Cd200r1l
Milr1
Sirpd
Pten
Ncam2
Fcamr
Mpig66
Ufo
Ark
Axl
Cd172b
G6b
Ntf3
Sirb1
Gp6
Vsig4
